lambda	Flux	e_Flux
7128.4000	9.5945e-11	2.0486e-12
7129.6500	1.0310e-10	2.2110e-12
7130.9000	1.0243e-10	2.2308e-12
7132.1500	9.8469e-11	2.1818e-12
7133.4000	9.8469e-11	2.1827e-12
7134.6500	1.0174e-10	2.2072e-12
7135.9000	1.0378e-10	2.2178e-12
7137.1500	1.0449e-10	2.3277e-12
7138.4000	1.0404e-10	2.3025e-12
7139.6500	1.0140e-10	2.1716e-12
7140.9000	1.0308e-10	2.1979e-12
7142.1500	1.0781e-10	2.3972e-12
7143.4000	1.0953e-10	2.2763e-12
7144.6500	1.1042e-10	2.4339e-12
7145.9000	1.1070e-10	2.3797e-12
7147.1500	1.1139e-10	2.3581e-12
7148.4000	1.1040e-10	2.3485e-12
7149.6500	1.0877e-10	2.3821e-12
7150.9000	1.1090e-10	2.3596e-12
7152.1500	1.1187e-10	2.4209e-12
7153.4000	1.1374e-10	2.3830e-12
7154.6500	1.1679e-10	2.4891e-12
7155.9000	1.1649e-10	2.4478e-12
7157.1500	1.1791e-10	2.4976e-12
7158.4000	1.1962e-10	2.6195e-12
7159.6500	1.1428e-10	2.4642e-12
7160.9000	1.1001e-10	2.2893e-12
7162.1500	1.1334e-10	2.4852e-12
7163.4000	1.1723e-10	2.4888e-12
7164.6500	1.1562e-10	2.4437e-12
7165.9000	1.1168e-10	2.3666e-12
7167.1500	1.1330e-10	2.4239e-12
7168.4000	1.1714e-10	2.6179e-12
7169.6500	1.1551e-10	2.4817e-12
7170.9000	1.1493e-10	2.4870e-12
7172.1500	1.1888e-10	2.5424e-12
7173.4000	1.2029e-10	2.4916e-12
7174.6500	1.2033e-10	2.5776e-12
7175.9000	1.1914e-10	2.4402e-12
7177.1500	1.1891e-10	2.5072e-12
7178.4000	1.2025e-10	2.5669e-12
7179.6500	1.2218e-10	2.5748e-12
7180.9000	1.1998e-10	2.5388e-12
7182.1500	1.1794e-10	2.4888e-12
7183.4000	1.2118e-10	2.4599e-12
7184.6500	1.2320e-10	2.5635e-12
7185.9000	1.2485e-10	2.5382e-12
7187.1500	1.2190e-10	2.5767e-12
7188.4000	1.1736e-10	2.4819e-12
7189.6500	1.1240e-10	2.2765e-12
7190.9000	1.1499e-10	2.3689e-12
7192.1500	1.2076e-10	2.4600e-12
7193.4000	1.2405e-10	2.5192e-12
7194.6500	1.2438e-10	2.6692e-12
7195.9000	1.2526e-10	2.6646e-12
7197.1500	1.2219e-10	2.6155e-12
7198.4000	1.1560e-10	2.3348e-12
7199.6500	1.1504e-10	2.2822e-12
7200.9000	1.2078e-10	2.5395e-12
7202.1500	1.2073e-10	2.5832e-12
7203.4000	1.1763e-10	2.3997e-12
7204.6500	1.1951e-10	2.5330e-12
7205.9000	1.2536e-10	2.6475e-12
7207.1500	1.2213e-10	2.5688e-12
7208.4000	1.1558e-10	2.3861e-12
7209.6500	1.1326e-10	2.3357e-12
7210.9000	1.1686e-10	2.4479e-12
7212.1500	1.2352e-10	2.6003e-12
7213.4000	1.2514e-10	2.6569e-12
7214.6500	1.2258e-10	2.5088e-12
7215.9000	1.2244e-10	2.5866e-12
7217.1500	1.2126e-10	2.5006e-12
7218.4000	1.2464e-10	2.5956e-12
7219.6500	1.2995e-10	2.7568e-12
7220.9000	1.2919e-10	2.6405e-12
7222.1500	1.2841e-10	2.6115e-12
7223.4000	1.2864e-10	2.6665e-12
7224.6500	1.2798e-10	2.6314e-12
7225.9000	1.3077e-10	2.7787e-12
7227.1500	1.3383e-10	2.7696e-12
7228.4000	1.3360e-10	2.8074e-12
7229.6500	1.3123e-10	2.7198e-12
7230.9000	1.3079e-10	2.6622e-12
7232.1500	1.3257e-10	2.7674e-12
7233.4000	1.3029e-10	2.6873e-12
7234.6500	1.3164e-10	2.6270e-12
7235.9000	1.3427e-10	2.7763e-12
7237.1500	1.3226e-10	2.7297e-12
7238.4000	1.3191e-10	2.7044e-12
7239.6500	1.3392e-10	2.6585e-12
7240.9000	1.3120e-10	2.6230e-12
7242.1500	1.3137e-10	2.6804e-12
7243.4000	1.3383e-10	2.7126e-12
7244.6500	1.3086e-10	2.6587e-12
7245.9000	1.2666e-10	2.5810e-12
7247.1500	1.3236e-10	2.7220e-12
7248.4000	1.3947e-10	2.8983e-12
7249.6500	1.4167e-10	2.9472e-12
7250.9000	1.3856e-10	2.8468e-12
7252.1500	1.3121e-10	2.5503e-12
7253.4000	1.2898e-10	2.6097e-12
7254.6500	1.3247e-10	2.7273e-12
7255.9000	1.3495e-10	2.7799e-12
7257.1500	1.3960e-10	2.8754e-12
7258.4000	1.4133e-10	2.8934e-12
7259.6500	1.4173e-10	2.8772e-12
7260.9000	1.3916e-10	2.8490e-12
7262.1500	1.3195e-10	2.6097e-12
7263.4000	1.3191e-10	2.6444e-12
7264.6500	1.3858e-10	2.8910e-12
7265.9000	1.3980e-10	2.8328e-12
7267.1500	1.3963e-10	2.9022e-12
7268.4000	1.4108e-10	2.9478e-12
7269.6500	1.4398e-10	3.0093e-12
7270.9000	1.4188e-10	2.8827e-12
7272.1500	1.3721e-10	2.7602e-12
7273.4000	1.3580e-10	2.7567e-12
7274.6500	1.3964e-10	2.8520e-12
7275.9000	1.3973e-10	2.7373e-12
7277.1500	1.4346e-10	2.9446e-12
7278.4000	1.4409e-10	2.9376e-12
7279.6500	1.4344e-10	2.9705e-12
7280.9000	1.4325e-10	2.9695e-12
7282.1500	1.3921e-10	2.8373e-12
7283.4000	1.3685e-10	2.7645e-12
7284.6500	1.3986e-10	2.8831e-12
7285.9000	1.4004e-10	2.8542e-12
7287.1500	1.4325e-10	2.9078e-12
7288.4000	1.4454e-10	2.8390e-12
7289.6500	1.4046e-10	2.7165e-12
7290.9000	1.3754e-10	2.7528e-12
7292.1500	1.3426e-10	2.6186e-12
7293.4000	1.3266e-10	2.6726e-12
7294.6500	1.3943e-10	2.8457e-12
7295.9000	1.4524e-10	2.9537e-12
7297.1500	1.4933e-10	3.0292e-12
7298.4000	1.4966e-10	3.0063e-12
7299.6500	1.4565e-10	2.9038e-12
7300.9000	1.4123e-10	2.8398e-12
7302.1500	1.4338e-10	2.8343e-12
7303.4000	1.4635e-10	2.9377e-12
7304.6500	1.4660e-10	2.9169e-12
7305.9000	1.4747e-10	2.9224e-12
7307.1500	1.4473e-10	2.9204e-12
7308.4000	1.4283e-10	2.8656e-12
7309.6500	1.4531e-10	2.9600e-12
7310.9000	1.4724e-10	2.9671e-12
7312.1500	1.4430e-10	2.8783e-12
7313.4000	1.4570e-10	2.8885e-12
7314.6500	1.4988e-10	3.0439e-12
7315.9000	1.4703e-10	2.9841e-12
7317.1500	1.4192e-10	2.9063e-12
7318.4000	1.4108e-10	2.8028e-12
7319.6500	1.4341e-10	2.8609e-12
7320.9000	1.4746e-10	3.0211e-12
7322.1500	1.4920e-10	3.0384e-12
7323.4000	1.4816e-10	3.0465e-12
7324.6500	1.4421e-10	2.8448e-12
7325.9000	1.4192e-10	2.8031e-12
7327.1500	1.4058e-10	2.8317e-12
7328.4000	1.4504e-10	2.8537e-12
7329.6500	1.5193e-10	3.0894e-12
7330.9000	1.4989e-10	2.9855e-12
7332.1500	1.4551e-10	2.8622e-12
7333.4000	1.4490e-10	2.8485e-12
7334.6500	1.4861e-10	2.9335e-12
7335.9000	1.5051e-10	2.9828e-12
7337.1500	1.5107e-10	3.0886e-12
7338.4000	1.5147e-10	3.0615e-12
7339.6500	1.5086e-10	3.0094e-12
7340.9000	1.5323e-10	3.0925e-12
7342.1500	1.5600e-10	3.1667e-12
7343.4000	1.5483e-10	3.1138e-12
7344.6500	1.4633e-10	2.9101e-12
7345.9000	1.4021e-10	2.7586e-12
7347.1500	1.4720e-10	2.9165e-12
7348.4000	1.5332e-10	3.0936e-12
7349.6500	1.5440e-10	2.9845e-12
7350.9000	1.5354e-10	2.9781e-12
7352.1500	1.4930e-10	2.9499e-12
7353.4000	1.4776e-10	2.9471e-12
7354.6500	1.4880e-10	2.9994e-12
7355.9000	1.4419e-10	2.8068e-12
7357.1500	1.3664e-10	2.7115e-12
7358.4000	1.3552e-10	2.7027e-12
7359.6500	1.4486e-10	2.8643e-12
7360.9000	1.5271e-10	3.0082e-12
7362.1500	1.4790e-10	2.8900e-12
7363.4000	1.4190e-10	2.8011e-12
7364.6500	1.4025e-10	2.7471e-12
7365.9000	1.4428e-10	2.7817e-12
7367.1500	1.4767e-10	2.9267e-12
7368.4000	1.5017e-10	2.8703e-12
7369.6500	1.5486e-10	2.9542e-12
7370.9000	1.5469e-10	3.0061e-12
7372.1500	1.5569e-10	3.0088e-12
7373.4000	1.5724e-10	3.0842e-12
7374.6500	1.5677e-10	3.1151e-12
7375.9000	1.5631e-10	3.0626e-12
7377.1500	1.5615e-10	3.0155e-12
7378.4000	1.5677e-10	3.0873e-12
7379.6500	1.5857e-10	3.1279e-12
7380.9000	1.5928e-10	3.1269e-12
7382.1500	1.5651e-10	3.0402e-12
7383.4000	1.5254e-10	3.0037e-12
7384.6500	1.5284e-10	2.9812e-12
7385.9000	1.5174e-10	2.9798e-12
7387.1500	1.4783e-10	2.8408e-12
7388.4000	1.4826e-10	2.8576e-12
7389.6500	1.4698e-10	2.8374e-12
7390.9000	1.4558e-10	2.7951e-12
7392.1500	1.4887e-10	2.8248e-12
7393.4000	1.5170e-10	2.9233e-12
7394.6500	1.5130e-10	2.8602e-12
7395.9000	1.5392e-10	2.9042e-12
7397.1500	1.5729e-10	3.0881e-12
7398.4000	1.5743e-10	3.0505e-12
7399.6500	1.5520e-10	3.0262e-12
7400.9000	1.4815e-10	2.8306e-12
7402.1500	1.4606e-10	2.7749e-12
7403.4000	1.5269e-10	2.9169e-12
7404.6500	1.5810e-10	3.0784e-12
7405.9000	1.5826e-10	3.0621e-12
7407.1500	1.5651e-10	3.0102e-12
7408.4000	1.5698e-10	3.0563e-12
7409.6500	1.5356e-10	3.0558e-12
7410.9000	1.5014e-10	2.9109e-12
7412.1500	1.5075e-10	2.8806e-12
7413.4000	1.5301e-10	3.0115e-12
7414.6500	1.5155e-10	2.9388e-12
7415.9000	1.4688e-10	2.8714e-12
7417.1500	1.4596e-10	2.8139e-12
7418.4000	1.4523e-10	2.7941e-12
7419.6500	1.4798e-10	2.8165e-12
7420.9000	1.5432e-10	2.9186e-12
7422.1500	1.5394e-10	2.9401e-12
7423.4000	1.4628e-10	2.8661e-12
7424.6500	1.4302e-10	2.7845e-12
7425.9000	1.4868e-10	2.8185e-12
7427.1500	1.5563e-10	3.0699e-12
7428.4000	1.5914e-10	3.0995e-12
7429.6500	1.5961e-10	2.9757e-12
7430.9000	1.5600e-10	2.9965e-12
7432.1500	1.5041e-10	2.9362e-12
7433.4000	1.4849e-10	2.9293e-12
7434.6500	1.5228e-10	2.9175e-12
7435.9000	1.5740e-10	3.0201e-12
7437.1500	1.5856e-10	3.0194e-12
7438.4000	1.5811e-10	3.0723e-12
7439.6500	1.5625e-10	3.0117e-12
7440.9000	1.4897e-10	2.8837e-12
7442.1500	1.4702e-10	2.7271e-12
7443.4000	1.5253e-10	2.8696e-12
7444.6500	1.5602e-10	2.9388e-12
7445.9000	1.5417e-10	2.9436e-12
7447.1500	1.5089e-10	2.8839e-12
7448.4000	1.5314e-10	2.8668e-12
7449.6500	1.5653e-10	2.9150e-12
7450.9000	1.5773e-10	3.0243e-12
7452.1500	1.5807e-10	3.0056e-12
7453.4000	1.5854e-10	3.0072e-12
7454.6500	1.5874e-10	3.0781e-12
7455.9000	1.5787e-10	2.9813e-12
7457.1500	1.5417e-10	2.8927e-12
7458.4000	1.5368e-10	2.8862e-12
7459.6500	1.5783e-10	2.9476e-12
7460.9000	1.5811e-10	2.9234e-12
7462.1500	1.5055e-10	2.9169e-12
7463.4000	1.4467e-10	2.7690e-12
7464.6500	1.5044e-10	2.8283e-12
7465.9000	1.5737e-10	3.0098e-12
7467.1500	1.5913e-10	2.9526e-12
7468.4000	1.5938e-10	2.9774e-12
7469.6500	1.5756e-10	2.9480e-12
7470.9000	1.5203e-10	2.8209e-12
7472.1500	1.4996e-10	2.8222e-12
7473.4000	1.5354e-10	2.9295e-12
7474.6500	1.5506e-10	2.9260e-12
7475.9000	1.5292e-10	2.8292e-12
7477.1500	1.5366e-10	2.9369e-12
7478.4000	1.5669e-10	2.9328e-12
7479.6500	1.5824e-10	2.9161e-12
7480.9000	1.5874e-10	2.9856e-12
7482.1500	1.5662e-10	2.9675e-12
7483.4000	1.5355e-10	2.8739e-12
7484.6500	1.5379e-10	2.9207e-12
7485.9000	1.5657e-10	2.8571e-12
7487.1500	1.5865e-10	2.9819e-12
7488.4000	1.5921e-10	2.9477e-12
7489.6500	1.5639e-10	3.0131e-12
7490.9000	1.5184e-10	2.8134e-12
7492.1500	1.4888e-10	2.7922e-12
7493.4000	1.5146e-10	2.9160e-12
7494.6500	1.5253e-10	2.8312e-12
7495.9000	1.4511e-10	2.7330e-12
7497.1500	1.4656e-10	2.7560e-12
7498.4000	1.5505e-10	2.8776e-12
7499.6500	1.5729e-10	2.9014e-12
7500.9000	1.5778e-10	2.9285e-12
7502.1500	1.5882e-10	2.9417e-12
7503.4000	1.5910e-10	3.0043e-12
7504.6500	1.5917e-10	2.9191e-12
7505.9000	1.5796e-10	2.9178e-12
7507.1500	1.5562e-10	2.8451e-12
7508.4000	1.5494e-10	2.8846e-12
7509.6500	1.5748e-10	2.8561e-12
7510.9000	1.5499e-10	2.7497e-12
7512.1500	1.4992e-10	2.7203e-12
7513.4000	1.5380e-10	2.8723e-12
7514.6500	1.5838e-10	2.9356e-12
7515.9000	1.5906e-10	2.9681e-12
7517.1500	1.5969e-10	2.9587e-12
7518.4000	1.6039e-10	2.9930e-12
7519.6500	1.6073e-10	2.9388e-12
7520.9000	1.6063e-10	2.9320e-12
7522.1500	1.5931e-10	2.9309e-12
7523.4000	1.5459e-10	2.8091e-12
7524.6500	1.5311e-10	2.8381e-12
7525.9000	1.5417e-10	2.7956e-12
7527.1500	1.5530e-10	2.8084e-12
7528.4000	1.5792e-10	2.8456e-12
7529.6500	1.5924e-10	2.8840e-12
7530.9000	1.5801e-10	2.9322e-12
7532.1500	1.5483e-10	2.7838e-12
7533.4000	1.5610e-10	2.8703e-12
7534.6500	1.5908e-10	2.9617e-12
7535.9000	1.6046e-10	2.9241e-12
7537.1500	1.6126e-10	2.8933e-12
7538.4000	1.6084e-10	2.9456e-12
7539.6500	1.5982e-10	2.9969e-12
7540.9000	1.5741e-10	2.8833e-12
7542.1500	1.5623e-10	2.8148e-12
7543.4000	1.5836e-10	2.8779e-12
7544.6500	1.6001e-10	2.8886e-12
7545.9000	1.5879e-10	2.9136e-12
7547.1500	1.5557e-10	2.8009e-12
7548.4000	1.5565e-10	2.8478e-12
7549.6500	1.5859e-10	2.8845e-12
7550.9000	1.6003e-10	2.8846e-12
7552.1500	1.5980e-10	2.9094e-12
7553.4000	1.5906e-10	2.9308e-12
7554.6500	1.5662e-10	2.8155e-12
7555.9000	1.5233e-10	2.7163e-12
7557.1500	1.5347e-10	2.7911e-12
7558.4000	1.5841e-10	2.8927e-12
7559.6500	1.5894e-10	2.9284e-12
7560.9000	1.5744e-10	2.8748e-12
7562.1500	1.5789e-10	2.9263e-12
7563.4000	1.5844e-10	2.8496e-12
7564.6500	1.5856e-10	2.8299e-12
7565.9000	1.5903e-10	2.8893e-12
7567.1500	1.5931e-10	2.8822e-12
7568.4000	1.5894e-10	2.8833e-12
7569.6500	1.5540e-10	2.7720e-12
7570.9000	1.5569e-10	2.7999e-12
7572.1500	1.5957e-10	2.8578e-12
7573.4000	1.6004e-10	2.8649e-12
7574.6500	1.5615e-10	2.8130e-12
7575.9000	1.5566e-10	2.7252e-12
7577.1500	1.5934e-10	2.8794e-12
7578.4000	1.6017e-10	2.8919e-12
7579.6500	1.5913e-10	2.9528e-12
7580.9000	1.5746e-10	2.7775e-12
7582.1500	1.5745e-10	2.8362e-12
7583.4000	1.5680e-10	2.8241e-12
7584.6500	1.5229e-10	2.6805e-12
7585.9000	1.5114e-10	2.6299e-12
7587.1500	1.5126e-10	2.7097e-12
7588.4000	1.5310e-10	2.7333e-12
7589.6500	1.5226e-10	2.7255e-12
7590.9000	1.4696e-10	2.5892e-12
7592.1500	1.4534e-10	2.5930e-12
7593.4000	1.5018e-10	3.1157e-12
7594.6500	1.4573e-10	2.5736e-12
7595.9000	1.4301e-10	2.7389e-12
7597.1500	1.4861e-10	2.5314e-12
7598.4000	1.6306e-10	2.9828e-12
7599.6500	1.7143e-10	4.2956e-12
7600.9000	1.3730e-10	2.9924e-12
7602.1500	1.3613e-10	2.5652e-12
7603.4000	1.6928e-10	4.6314e-12
7604.6500	1.5519e-10	3.0006e-12
7605.9000	1.4498e-10	3.0732e-12
7607.1500	1.4324e-10	2.6962e-12
7608.4000	1.4159e-10	2.3537e-12
7609.6500	1.4677e-10	3.3710e-12
7610.9000	1.4154e-10	3.4641e-12
7612.1500	1.4496e-10	2.8300e-12
7613.4000	1.3914e-10	2.7575e-12
7614.6500	1.4657e-10	2.6662e-12
7615.9000	1.5128e-10	2.8906e-12
7617.1500	1.4915e-10	2.7367e-12
7618.4000	1.4387e-10	2.6572e-12
7619.6500	1.3986e-10	2.5021e-12
7620.9000	1.5126e-10	2.8517e-12
7622.1500	1.5257e-10	3.4930e-12
7623.4000	1.4506e-10	2.4307e-12
7624.6500	1.5341e-10	2.8249e-12
7625.9000	1.5693e-10	3.4237e-12
7627.1500	1.4706e-10	2.6255e-12
7628.4000	1.4472e-10	2.6809e-12
7629.6500	1.3906e-10	2.6997e-12
7630.9000	1.3878e-10	2.4940e-12
7632.1500	1.5258e-10	3.0490e-12
7633.4000	1.4984e-10	2.6578e-12
7634.6500	1.4799e-10	2.6291e-12
7635.9000	1.5253e-10	2.8046e-12
7637.1500	1.5182e-10	3.0964e-12
7638.4000	1.5002e-10	3.5563e-12
7639.6500	1.4257e-10	2.4729e-12
7640.9000	1.4357e-10	2.7253e-12
7642.1500	1.5242e-10	2.8374e-12
7643.4000	1.5523e-10	3.0375e-12
7644.6500	1.4783e-10	2.5642e-12
7645.9000	1.4702e-10	2.6029e-12
7647.1500	1.4987e-10	2.6422e-12
7648.4000	1.4999e-10	2.7039e-12
7649.6500	1.5113e-10	2.6791e-12
7650.9000	1.4997e-10	2.5994e-12
7652.1500	1.4778e-10	2.6668e-12
7653.4000	1.4786e-10	2.7427e-12
7654.6500	1.4342e-10	2.5518e-12
7655.9000	1.4276e-10	2.4399e-12
7657.1500	1.5142e-10	2.7196e-12
7658.4000	1.5315e-10	2.8421e-12
7659.6500	1.3959e-10	2.3006e-12
7660.9000	1.3714e-10	2.2772e-12
7662.1500	1.4367e-10	2.5559e-12
7663.4000	1.4286e-10	2.5907e-12
7664.6500	1.3414e-10	2.4698e-12
7665.9000	1.2481e-10	2.0290e-12
7667.1500	1.3505e-10	2.2602e-12
7668.4000	1.4684e-10	2.7260e-12
7669.6500	1.4836e-10	2.6889e-12
7670.9000	1.4541e-10	2.4077e-12
7672.1500	1.4330e-10	2.5410e-12
7673.4000	1.4144e-10	2.4990e-12
7674.6500	1.4216e-10	2.4679e-12
7675.9000	1.4455e-10	2.4881e-12
7677.1500	1.4568e-10	2.5580e-12
7678.4000	1.4712e-10	2.5450e-12
7679.6500	1.4699e-10	2.6118e-12
7680.9000	1.4392e-10	2.4853e-12
7682.1500	1.4356e-10	2.5230e-12
7683.4000	1.4604e-10	2.6061e-12
7684.6500	1.4669e-10	2.4921e-12
7685.9000	1.4679e-10	2.5246e-12
7687.1500	1.4750e-10	2.5390e-12
7688.4000	1.4702e-10	2.5845e-12
7689.6500	1.4567e-10	2.5126e-12
7690.9000	1.4552e-10	2.6637e-12
7692.1500	1.4394e-10	2.5547e-12
7693.4000	1.4393e-10	2.4959e-12
7694.6500	1.4726e-10	2.5883e-12
7695.9000	1.4760e-10	2.6119e-12
7697.1500	1.4693e-10	2.5701e-12
7698.4000	1.4547e-10	2.6455e-12
7699.6500	1.3555e-10	2.3792e-12
7700.9000	1.3531e-10	2.2252e-12
7702.1500	1.4609e-10	2.5682e-12
7703.4000	1.4865e-10	2.6221e-12
7704.6500	1.4856e-10	2.6402e-12
7705.9000	1.4540e-10	2.5426e-12
7707.1500	1.4312e-10	2.4808e-12
7708.4000	1.4430e-10	2.5921e-12
7709.6500	1.4463e-10	2.4769e-12
7710.9000	1.4275e-10	2.4098e-12
7712.1500	1.4182e-10	2.4737e-12
7713.4000	1.4074e-10	2.4860e-12
7714.6500	1.3535e-10	2.3944e-12
7715.9000	1.3257e-10	2.2610e-12
7717.1500	1.3886e-10	2.3605e-12
7718.4000	1.4545e-10	2.5744e-12
7719.6500	1.4615e-10	2.4700e-12
7720.9000	1.4638e-10	2.5670e-12
7722.1500	1.4727e-10	2.5600e-12
7723.4000	1.4273e-10	2.5808e-12
7724.6500	1.3962e-10	2.4936e-12
7725.9000	1.4355e-10	2.5167e-12
7727.1500	1.4584e-10	2.5450e-12
7728.4000	1.4384e-10	2.4538e-12
7729.6500	1.4517e-10	2.4465e-12
7730.9000	1.4879e-10	2.6156e-12
7732.1500	1.4943e-10	2.5367e-12
7733.4000	1.4956e-10	2.5849e-12
7734.6500	1.4896e-10	2.4959e-12
7735.9000	1.4939e-10	2.5160e-12
7737.1500	1.5042e-10	2.5110e-12
7738.4000	1.5027e-10	2.5812e-12
7739.6500	1.4932e-10	2.6348e-12
7740.9000	1.4943e-10	2.5959e-12
7742.1500	1.4984e-10	2.5681e-12
7743.4000	1.4737e-10	2.5886e-12
7744.6500	1.4497e-10	2.5499e-12
7745.9000	1.4532e-10	2.5452e-12
7747.1500	1.4543e-10	2.5764e-12
7748.4000	1.4156e-10	2.5369e-12
7749.6500	1.3294e-10	2.2606e-12
7750.9000	1.3249e-10	2.2908e-12
7752.1500	1.3824e-10	2.4195e-12
7753.4000	1.4248e-10	2.4000e-12
7754.6500	1.4498e-10	2.4829e-12
7755.9000	1.4594e-10	2.4873e-12
7757.1500	1.4675e-10	2.6115e-12
7758.4000	1.4623e-10	2.4186e-12
7759.6500	1.4504e-10	2.4996e-12
7760.9000	1.4438e-10	2.5089e-12
7762.1500	1.4572e-10	2.5382e-12
7763.4000	1.4693e-10	2.5445e-12
7764.6500	1.4676e-10	2.5567e-12
7765.9000	1.4636e-10	2.5576e-12
7767.1500	1.4492e-10	2.5171e-12
7768.4000	1.4242e-10	2.4254e-12
7769.6500	1.4382e-10	2.4850e-12
7770.9000	1.4701e-10	2.5753e-12
7772.1500	1.4719e-10	2.4528e-12
7773.4000	1.4654e-10	2.4968e-12
7774.6500	1.4633e-10	2.5353e-12
7775.9000	1.4743e-10	2.5958e-12
7777.1500	1.4876e-10	2.6343e-12
7778.4000	1.4898e-10	2.5821e-12
7779.6500	1.4870e-10	2.6773e-12
7780.9000	1.4545e-10	2.6076e-12
7782.1500	1.4283e-10	2.4956e-12
7783.4000	1.4484e-10	2.5428e-12
7784.6500	1.4524e-10	2.5242e-12
7785.9000	1.4566e-10	2.5336e-12
7787.1500	1.4661e-10	2.5109e-12
7788.4000	1.4564e-10	2.5426e-12
7789.6500	1.4006e-10	2.4722e-12
7790.9000	1.3877e-10	2.4053e-12
7792.1500	1.4317e-10	2.5257e-12
7793.4000	1.4608e-10	2.5647e-12
7794.6500	1.4827e-10	2.5226e-12
7795.9000	1.4867e-10	2.5675e-12
7797.1500	1.4778e-10	2.5801e-12
7798.4000	1.4530e-10	2.4656e-12
7799.6500	1.4497e-10	2.4951e-12
7800.9000	1.4397e-10	2.4850e-12
7802.1500	1.4452e-10	2.4969e-12
7803.4000	1.4844e-10	2.5335e-12
7804.6500	1.4981e-10	2.6316e-12
7805.9000	1.5044e-10	2.5872e-12
7807.1500	1.5040e-10	2.5577e-12
7808.4000	1.4776e-10	2.5696e-12
7809.6500	1.4666e-10	2.4716e-12
7810.9000	1.4775e-10	2.6308e-12
7812.1500	1.4642e-10	2.5085e-12
7813.4000	1.4857e-10	2.5820e-12
7814.6500	1.5148e-10	2.6864e-12
7815.9000	1.5182e-10	2.6522e-12
7817.1500	1.5167e-10	2.5979e-12
7818.4000	1.5153e-10	2.5575e-12
7819.6500	1.5145e-10	2.6044e-12
7820.9000	1.4987e-10	2.5974e-12
7822.1500	1.4874e-10	2.5821e-12
7823.4000	1.4961e-10	2.5248e-12
7824.6500	1.5061e-10	2.6059e-12
7825.9000	1.5140e-10	2.5605e-12
7827.1500	1.5056e-10	2.6058e-12
7828.4000	1.4834e-10	2.5642e-12
7829.6500	1.4672e-10	2.5172e-12
7830.9000	1.4704e-10	2.5544e-12
7832.1500	1.4525e-10	2.5910e-12
7833.4000	1.4187e-10	2.5392e-12
7834.6500	1.4247e-10	2.5409e-12
7835.9000	1.4009e-10	2.4720e-12
7837.1500	1.3833e-10	2.3989e-12
7838.4000	1.4357e-10	2.4723e-12
7839.6500	1.4784e-10	2.6386e-12
7840.9000	1.4580e-10	2.5937e-12
7842.1500	1.4393e-10	2.4270e-12
7843.4000	1.4669e-10	2.5565e-12
7844.6500	1.4841e-10	2.5945e-12
7845.9000	1.4875e-10	2.5835e-12
7847.1500	1.4959e-10	2.5685e-12
7848.4000	1.5018e-10	2.5998e-12
7849.6500	1.4778e-10	2.6387e-12
7850.9000	1.4520e-10	2.4460e-12
7852.1500	1.4611e-10	2.5818e-12
7853.4000	1.4334e-10	2.4964e-12
7854.6500	1.4383e-10	2.4943e-12
7855.9000	1.4806e-10	2.6294e-12
7857.1500	1.4810e-10	2.5428e-12
7858.4000	1.4845e-10	2.5960e-12
7859.6500	1.4991e-10	2.5565e-12
7860.9000	1.5133e-10	2.5657e-12
7862.1500	1.4984e-10	2.5893e-12
7863.4000	1.4838e-10	2.5663e-12
7864.6500	1.4880e-10	2.6587e-12
7865.9000	1.5023e-10	2.5657e-12
7867.1500	1.5154e-10	2.5937e-12
7868.4000	1.5165e-10	2.5934e-12
7869.6500	1.4996e-10	2.6192e-12
7870.9000	1.4608e-10	2.4363e-12
7872.1500	1.4723e-10	2.4835e-12
7873.4000	1.4917e-10	2.6139e-12
7874.6500	1.4874e-10	2.4749e-12
7875.9000	1.4955e-10	2.6053e-12
7877.1500	1.5014e-10	2.6386e-12
7878.4000	1.5033e-10	2.6947e-12
7879.6500	1.5033e-10	2.6462e-12
7880.9000	1.5052e-10	2.5699e-12
7882.1500	1.4783e-10	2.5394e-12
7883.4000	1.4644e-10	2.4744e-12
7884.6500	1.4854e-10	2.6079e-12
7885.9000	1.4582e-10	2.5571e-12
7887.1500	1.4706e-10	2.4797e-12
7888.4000	1.5184e-10	2.5962e-12
7889.6500	1.5203e-10	2.6237e-12
7890.9000	1.5195e-10	2.5687e-12
7892.1500	1.5199e-10	2.5614e-12
7893.4000	1.5233e-10	2.5876e-12
7894.6500	1.5042e-10	2.7404e-12
7895.9000	1.4680e-10	2.5562e-12
7897.1500	1.4673e-10	2.4788e-12
7898.4000	1.4898e-10	2.5911e-12
7899.6500	1.4947e-10	2.6442e-12
7900.9000	1.4954e-10	2.5531e-12
7902.1500	1.4953e-10	2.5660e-12
7903.4000	1.5016e-10	2.6869e-12
7904.6500	1.4954e-10	2.5829e-12
7905.9000	1.4894e-10	2.5538e-12
7907.1500	1.4967e-10	2.5965e-12
7908.4000	1.4870e-10	2.5668e-12
7909.6500	1.4519e-10	2.4358e-12
7910.9000	1.4540e-10	2.4200e-12
7912.1500	1.4816e-10	2.5508e-12
7913.4000	1.4207e-10	2.5265e-12
7914.6500	1.3809e-10	2.3484e-12
7915.9000	1.4569e-10	2.4339e-12
7917.1500	1.4850e-10	2.4982e-12
7918.4000	1.4457e-10	2.5496e-12
7919.6500	1.4417e-10	2.4959e-12
7920.9000	1.4800e-10	2.5719e-12
